,Assembly,pident,qcovs,Qval,#Organism Name,Organism Groups,Strain,BioSample,BioProject,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
2855,GCA_000640615.1,23,15,38,Staphylococcus aureus VET0055R,Bacteria;Terrabacteria group;Firmicutes,VET0055R,SAMN02403978,PRJNA228485,Scaffold,2.83448,32.9,,JIVB01,69.0,2657.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/615/GCA_000640615.1_Stap_aure_VET0055R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/615/GCF_000640615.1_Stap_aure_VET0055R_V1
2856,GCA_000640635.1,21,15,36,Staphylococcus aureus VET0057R,Bacteria;Terrabacteria group;Firmicutes,VET0057R,SAMN02403979,PRJNA228486,Scaffold,2.84217,32.9,,JIVA01,57.0,2684.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/635/GCA_000640635.1_Stap_aure_VET0057R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/635/GCF_000640635.1_Stap_aure_VET0057R_V1
2857,GCA_000640655.1,21,14,35,Staphylococcus aureus VET0059R,Bacteria;Terrabacteria group;Firmicutes,VET0059R,SAMN02403981,PRJNA228488,Scaffold,2.82678,32.9,,JIUY01,42.0,2650.0,2014-04-23T13:19:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/655/GCA_000640655.1_Stap_aure_VET0059R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/655/GCF_000640655.1_Stap_aure_VET0059R_V1
2858,GCA_000640675.1,21,14,35,Staphylococcus aureus VET0060R,Bacteria;Terrabacteria group;Firmicutes,VET0060R,SAMN02403982,PRJNA228489,Scaffold,2.82267,32.8,,JIUX01,44.0,2657.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/675/GCA_000640675.1_Stap_aure_VET0060R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/675/GCF_000640675.1_Stap_aure_VET0060R_V1
2859,GCA_000640695.1,23,15,38,Staphylococcus aureus VET0061R,Bacteria;Terrabacteria group;Firmicutes,VET0061R,SAMN02403983,PRJNA228490,Scaffold,2.88273,32.9,,JIUW01,44.0,2720.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/695/GCA_000640695.1_Stap_aure_VET0061R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/695/GCF_000640695.1_Stap_aure_VET0061R_V1
2860,GCA_000640715.1,23,15,38,Staphylococcus aureus VET0062R,Bacteria;Terrabacteria group;Firmicutes,VET0062R,SAMN02403984,PRJNA228491,Scaffold,2.82845,32.9,,JIUV01,35.0,2676.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/715/GCA_000640715.1_Stap_aure_VET0062R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/715/GCF_000640715.1_Stap_aure_VET0062R_V1
2861,GCA_000640735.1,23,15,38,Staphylococcus aureus VET0063R,Bacteria;Terrabacteria group;Firmicutes,VET0063R,SAMN02403985,PRJNA228492,Scaffold,2.83979,32.9,,JIUU01,45.0,2670.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/735/GCA_000640735.1_Stap_aure_VET0063R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/735/GCF_000640735.1_Stap_aure_VET0063R_V1
2862,GCA_000640755.1,22,14,36,Staphylococcus aureus VET0065R,Bacteria;Terrabacteria group;Firmicutes,VET0065R,SAMN02403986,PRJNA228493,Scaffold,2.75381,32.8,,JIUT01,35.0,2558.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/755/GCA_000640755.1_Stap_aure_VET0065R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/755/GCF_000640755.1_Stap_aure_VET0065R_V1
2863,GCA_000640775.1,23,15,38,Staphylococcus aureus VET0066R,Bacteria;Terrabacteria group;Firmicutes,VET0066R,SAMN02403987,PRJNA228494,Scaffold,2.84565,32.9,,JIUS01,38.0,2691.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/775/GCA_000640775.1_Stap_aure_VET0066R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/775/GCF_000640775.1_Stap_aure_VET0066R_V1
2864,GCA_000640795.1,23,15,38,Staphylococcus aureus VET0067R,Bacteria;Terrabacteria group;Firmicutes,VET0067R,SAMN02403988,PRJNA228495,Scaffold,2.86131,32.9,,JIUR01,41.0,2699.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/795/GCA_000640795.1_Stap_aure_VET0067R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/795/GCF_000640795.1_Stap_aure_VET0067R_V1
2865,GCA_000640815.1,23,15,38,Staphylococcus aureus VET0069R,Bacteria;Terrabacteria group;Firmicutes,VET0069R,SAMN02403989,PRJNA228496,Scaffold,2.88178,32.8,,JIUQ01,48.0,2722.0,2014-04-23T13:24:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/815/GCA_000640815.1_Stap_aure_VET0069R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/815/GCF_000640815.1_Stap_aure_VET0069R_V1
2866,GCA_000640835.1,23,15,38,Staphylococcus aureus VET0070R,Bacteria;Terrabacteria group;Firmicutes,VET0070R,SAMN02403990,PRJNA228497,Scaffold,2.81188,32.8,,JIUP01,39.0,2660.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/835/GCA_000640835.1_Stap_aure_VET0070R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/835/GCF_000640835.1_Stap_aure_VET0070R_V1
2867,GCA_000640855.1,21,14,35,Staphylococcus aureus VET0072R,Bacteria;Terrabacteria group;Firmicutes,VET0072R,SAMN02403991,PRJNA228498,Scaffold,2.79091,32.8,,JIUO01,44.0,2601.0,2014-04-23T13:26:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/855/GCA_000640855.1_Stap_aure_VET0072R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/855/GCF_000640855.1_Stap_aure_VET0072R_V1
2868,GCA_000640875.1,21,14,35,Staphylococcus aureus VET0073R,Bacteria;Terrabacteria group;Firmicutes,VET0073R,SAMN02403992,PRJNA228499,Scaffold,2.79632,32.8,,JIUN01,51.0,2603.0,2014-04-23T13:26:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/875/GCA_000640875.1_Stap_aure_VET0073R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/875/GCF_000640875.1_Stap_aure_VET0073R_V1
2869,GCA_000640895.1,23,14,37,Staphylococcus aureus VET0075R,Bacteria;Terrabacteria group;Firmicutes,VET0075R,SAMN02403993,PRJNA228500,Scaffold,2.77527,32.9,,JIUM01,38.0,2591.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/895/GCA_000640895.1_Stap_aure_VET0075R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/895/GCF_000640895.1_Stap_aure_VET0075R_V1
2870,GCA_000640915.1,23,14,37,Staphylococcus aureus VET0076R,Bacteria;Terrabacteria group;Firmicutes,VET0076R,SAMN02403994,PRJNA228501,Scaffold,2.74607,32.8,,JIUL01,31.0,2533.0,2014-04-23T13:28:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/915/GCA_000640915.1_Stap_aure_VET0076R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/915/GCF_000640915.1_Stap_aure_VET0076R_V1
2871,GCA_000640935.1,22,15,37,Staphylococcus aureus VET0077R,Bacteria;Terrabacteria group;Firmicutes,VET0077R,SAMN02403995,PRJNA228502,Scaffold,2.8436,33.0,,JIUK01,45.0,2647.0,2014-04-23T13:28:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/935/GCA_000640935.1_Stap_aure_VET0077R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/935/GCF_000640935.1_Stap_aure_VET0077R_V1
2872,GCA_000640955.1,23,15,38,Staphylococcus aureus VET0080R,Bacteria;Terrabacteria group;Firmicutes,VET0080R,SAMN02403997,PRJNA228504,Scaffold,2.7839,32.9,,JIUI01,40.0,2587.0,2014-04-23T13:29:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/955/GCA_000640955.1_Stap_aure_VET0080R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/955/GCF_000640955.1_Stap_aure_VET0080R_V1
2873,GCA_000640975.1,23,15,38,Staphylococcus aureus VET0083R,Bacteria;Terrabacteria group;Firmicutes,VET0083R,SAMN02403999,PRJNA228506,Scaffold,2.75785,32.8,,JIUG01,28.0,2573.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/975/GCA_000640975.1_Stap_aure_VET0083R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/975/GCF_000640975.1_Stap_aure_VET0083R_V1
2874,GCA_000640995.1,23,15,38,Staphylococcus aureus VET0084R,Bacteria;Terrabacteria group;Firmicutes,VET0084R,SAMN02404000,PRJNA228507,Scaffold,2.80464,32.9,,JIUF01,43.0,2619.0,2014-04-23T13:30:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/995/GCA_000640995.1_Stap_aure_VET0084R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/995/GCF_000640995.1_Stap_aure_VET0084R_V1
2875,GCA_000641015.1,23,15,38,Staphylococcus aureus VET0085R,Bacteria;Terrabacteria group;Firmicutes,VET0085R,SAMN02404001,PRJNA228508,Scaffold,2.80485,32.9,,JIUE01,43.0,2615.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/015/GCA_000641015.1_Stap_aure_VET0085R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/015/GCF_000641015.1_Stap_aure_VET0085R_V1
2876,GCA_000641035.1,23,15,38,Staphylococcus aureus VET0086R,Bacteria;Terrabacteria group;Firmicutes,VET0086R,SAMN02404002,PRJNA228509,Scaffold,2.75673,32.8,,JIUD01,30.0,2582.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/035/GCA_000641035.1_Stap_aure_VET0086R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/035/GCF_000641035.1_Stap_aure_VET0086R_V1
2877,GCA_000641055.1,23,15,38,Staphylococcus aureus VET0087R,Bacteria;Terrabacteria group;Firmicutes,VET0087R,SAMN02404003,PRJNA228510,Scaffold,2.7392,32.9,,JIUC01,26.0,2559.0,2014-04-23T13:32:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/055/GCA_000641055.1_Stap_aure_VET0087R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/055/GCF_000641055.1_Stap_aure_VET0087R_V1
2878,GCA_000641075.1,21,15,36,Staphylococcus aureus VET0088R,Bacteria;Terrabacteria group;Firmicutes,VET0088R,SAMN02404004,PRJNA228511,Scaffold,2.80608,32.9,,JIUB01,59.0,2620.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/075/GCA_000641075.1_Stap_aure_VET0088R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/075/GCF_000641075.1_Stap_aure_VET0088R_V1
2879,GCA_000641095.1,23,15,38,Staphylococcus aureus VET0089R,Bacteria;Terrabacteria group;Firmicutes,VET0089R,SAMN02404005,PRJNA228512,Scaffold,2.84755,32.9,,JIUA01,20.0,2689.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/095/GCA_000641095.1_Stap_aure_VET0089R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/095/GCF_000641095.1_Stap_aure_VET0089R_V1
2880,GCA_000641115.1,23,15,38,Staphylococcus aureus VET0090R,Bacteria;Terrabacteria group;Firmicutes,VET0090R,SAMN02404006,PRJNA228513,Scaffold,2.82816,32.9,,JITZ01,40.0,2669.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/115/GCA_000641115.1_Stap_aure_VET0090R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/115/GCF_000641115.1_Stap_aure_VET0090R_V1
2881,GCA_000641135.1,21,14,35,Staphylococcus aureus VET0091R,Bacteria;Terrabacteria group;Firmicutes,VET0091R,SAMN02404007,PRJNA228514,Scaffold,2.82011,32.8,,JITY01,42.0,2664.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/135/GCA_000641135.1_Stap_aure_VET0091R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/135/GCF_000641135.1_Stap_aure_VET0091R_V1
2882,GCA_000641155.1,23,15,38,Staphylococcus aureus VET0092R,Bacteria;Terrabacteria group;Firmicutes,VET0092R,SAMN02404008,PRJNA228515,Scaffold,2.82916,32.9,,JITX01,45.0,2666.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/155/GCA_000641155.1_Stap_aure_VET0092R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/155/GCF_000641155.1_Stap_aure_VET0092R_V1
2883,GCA_000641175.1,23,15,38,Staphylococcus aureus VET0093R,Bacteria;Terrabacteria group;Firmicutes,VET0093R,SAMN02404009,PRJNA228516,Scaffold,2.84015,32.9,,JITW01,49.0,2686.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/175/GCA_000641175.1_Stap_aure_VET0093R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/175/GCF_000641175.1_Stap_aure_VET0093R_V1
2884,GCA_000641195.1,23,15,38,Staphylococcus aureus VET0094R,Bacteria;Terrabacteria group;Firmicutes,VET0094R,SAMN02404010,PRJNA228517,Scaffold,2.82762,32.9,,JITV01,36.0,2676.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/195/GCA_000641195.1_Stap_aure_VET0094R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/195/GCF_000641195.1_Stap_aure_VET0094R_V1
2885,GCA_000641215.1,23,15,38,Staphylococcus aureus VET0095R,Bacteria;Terrabacteria group;Firmicutes,VET0095R,SAMN02404011,PRJNA228518,Scaffold,2.87828,32.9,,JITU01,40.0,2710.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/215/GCA_000641215.1_Stap_aure_VET0095R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/215/GCF_000641215.1_Stap_aure_VET0095R_V1
2886,GCA_000641235.1,23,15,38,Staphylococcus aureus VET0097R,Bacteria;Terrabacteria group;Firmicutes,VET0097R,SAMN02404012,PRJNA228519,Scaffold,2.76809,32.8,,JITT01,37.0,2584.0,2014-04-23T13:39:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/235/GCA_000641235.1_Stap_aure_VET0097R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/235/GCF_000641235.1_Stap_aure_VET0097R_V1
2887,GCA_000641255.1,23,15,38,Staphylococcus aureus VET0098R,Bacteria;Terrabacteria group;Firmicutes,VET0098R,SAMN02404013,PRJNA228520,Scaffold,2.85657,32.9,,JITS01,40.0,2684.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/255/GCA_000641255.1_Stap_aure_VET0098R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/255/GCF_000641255.1_Stap_aure_VET0098R_V1
2888,GCA_000641275.1,23,15,38,Staphylococcus aureus VET0099R,Bacteria;Terrabacteria group;Firmicutes,VET0099R,SAMN02404014,PRJNA228521,Scaffold,2.84995,32.9,,JITR01,45.0,2693.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/275/GCA_000641275.1_Stap_aure_VET0099R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/275/GCF_000641275.1_Stap_aure_VET0099R_V1
2889,GCA_000641295.1,22,14,36,Staphylococcus aureus VET0101R,Bacteria;Terrabacteria group;Firmicutes,VET0101R,SAMN02404015,PRJNA228522,Scaffold,2.75707,32.8,,JITQ01,39.0,2563.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/295/GCA_000641295.1_Stap_aure_VET0101R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/295/GCF_000641295.1_Stap_aure_VET0101R_V1
2890,GCA_000641315.1,22,14,36,Staphylococcus aureus VET0103R,Bacteria;Terrabacteria group;Firmicutes,VET0103R,SAMN02404017,PRJNA228524,Scaffold,2.75384,32.8,,JITO01,32.0,2553.0,2014-04-23T13:42:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/315/GCA_000641315.1_Stap_aure_VET0103R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/315/GCF_000641315.1_Stap_aure_VET0103R_V1
2891,GCA_000641335.1,23,15,38,Staphylococcus aureus VET0104R,Bacteria;Terrabacteria group;Firmicutes,VET0104R,SAMN02404018,PRJNA228525,Scaffold,2.76146,32.9,,JITN01,31.0,2570.0,2014-04-23T13:42:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/335/GCA_000641335.1_Stap_aure_VET0104R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/335/GCF_000641335.1_Stap_aure_VET0104R_V1
2892,GCA_000641355.1,23,15,38,Staphylococcus aureus VET0105R,Bacteria;Terrabacteria group;Firmicutes,VET0105R,SAMN02404019,PRJNA228526,Scaffold,2.85499,32.9,,JITM01,63.0,2700.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/355/GCA_000641355.1_Stap_aure_VET0105R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/355/GCF_000641355.1_Stap_aure_VET0105R_V1
2893,GCA_000641375.1,23,15,38,Staphylococcus aureus VET0107R,Bacteria;Terrabacteria group;Firmicutes,VET0107R,SAMN02404020,PRJNA228528,Scaffold,2.81602,32.9,,JITL01,47.0,2642.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/375/GCA_000641375.1_Stap_aure_VET0107R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/375/GCF_000641375.1_Stap_aure_VET0107R_V1
2894,GCA_000641395.1,23,15,38,Staphylococcus aureus VET0110R,Bacteria;Terrabacteria group;Firmicutes,VET0110R,SAMN02404021,PRJNA228529,Scaffold,2.78932,32.9,,JITK01,35.0,2591.0,2014-04-23T13:44:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/395/GCA_000641395.1_Stap_aure_VET0110R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/395/GCF_000641395.1_Stap_aure_VET0110R_V1
2895,GCA_000641415.1,23,15,38,Staphylococcus aureus VET0112R,Bacteria;Terrabacteria group;Firmicutes,VET0112R,SAMN02404023,PRJNA228531,Scaffold,2.76687,32.9,,JITI01,35.0,2583.0,2014-04-23T13:45:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/415/GCA_000641415.1_Stap_aure_VET0112R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/415/GCF_000641415.1_Stap_aure_VET0112R_V1
2896,GCA_000641435.1,24,15,39,Staphylococcus aureus VET0114R,Bacteria;Terrabacteria group;Firmicutes,VET0114R,SAMN02404025,PRJNA228533,Scaffold,2.8441,32.9,,JITG01,59.0,2682.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/435/GCA_000641435.1_Stap_aure_VET0114R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/435/GCF_000641435.1_Stap_aure_VET0114R_V1
2897,GCA_000641455.1,21,14,35,Staphylococcus aureus VET0115R,Bacteria;Terrabacteria group;Firmicutes,VET0115R,SAMN02404026,PRJNA228534,Scaffold,2.81594,32.9,,JITF01,48.0,2643.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/455/GCA_000641455.1_Stap_aure_VET0115R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/455/GCF_000641455.1_Stap_aure_VET0115R_V1
2898,GCA_000641475.1,21,14,35,Staphylococcus aureus VET0116R,Bacteria;Terrabacteria group;Firmicutes,VET0116R,SAMN02404027,PRJNA228535,Scaffold,2.80224,32.9,,JITE01,47.0,2644.0,2014-04-23T13:47:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/475/GCA_000641475.1_Stap_aure_VET0116R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/475/GCF_000641475.1_Stap_aure_VET0116R_V1
2899,GCA_000641495.1,23,15,38,Staphylococcus aureus VET0117R,Bacteria;Terrabacteria group;Firmicutes,VET0117R,SAMN02404028,PRJNA228536,Scaffold,2.81525,32.8,,JITD01,39.0,2658.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/495/GCA_000641495.1_Stap_aure_VET0117R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/495/GCF_000641495.1_Stap_aure_VET0117R_V1
2900,GCA_000641515.1,23,15,38,Staphylococcus aureus VET0119R,Bacteria;Terrabacteria group;Firmicutes,VET0119R,SAMN02404029,PRJNA228537,Scaffold,2.7707,32.8,,JITC01,29.0,2584.0,2014-04-23T13:48:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/515/GCA_000641515.1_Stap_aure_VET0119R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/515/GCF_000641515.1_Stap_aure_VET0119R_V1
2901,GCA_000641535.1,23,15,38,Staphylococcus aureus VET0123R,Bacteria;Terrabacteria group;Firmicutes,VET0123R,SAMN02404031,PRJNA228539,Scaffold,2.80869,32.8,,JITA01,40.0,2620.0,2014-04-23T13:49:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/535/GCA_000641535.1_Stap_aure_VET0123R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/535/GCF_000641535.1_Stap_aure_VET0123R_V1
2902,GCA_000641555.1,23,15,38,Staphylococcus aureus VET0124R,Bacteria;Terrabacteria group;Firmicutes,VET0124R,SAMN02404032,PRJNA228540,Scaffold,2.79643,32.8,,JISZ01,41.0,2615.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/555/GCA_000641555.1_Stap_aure_VET0124R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/555/GCF_000641555.1_Stap_aure_VET0124R_V1
2903,GCA_000641575.1,21,14,35,Staphylococcus aureus VET0126R,Bacteria;Terrabacteria group;Firmicutes,VET0126R,SAMN02404034,PRJNA228542,Scaffold,2.78432,32.8,,JISX01,49.0,2589.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/575/GCA_000641575.1_Stap_aure_VET0126R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/575/GCF_000641575.1_Stap_aure_VET0126R_V1
2904,GCA_000641595.1,23,15,38,Staphylococcus aureus VET0127R,Bacteria;Terrabacteria group;Firmicutes,VET0127R,SAMN02404035,PRJNA228543,Scaffold,2.78691,32.8,,JISW01,38.0,2611.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/595/GCA_000641595.1_Stap_aure_VET0127R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/595/GCF_000641595.1_Stap_aure_VET0127R_V1
2905,GCA_000641615.1,23,15,38,Staphylococcus aureus VET0128R,Bacteria;Terrabacteria group;Firmicutes,VET0128R,SAMN02404036,PRJNA228544,Scaffold,2.81962,32.8,,JISV01,47.0,2625.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/615/GCA_000641615.1_Stap_aure_VET0128R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/615/GCF_000641615.1_Stap_aure_VET0128R_V1
2906,GCA_000641635.1,23,15,38,Staphylococcus aureus VET0129R,Bacteria;Terrabacteria group;Firmicutes,VET0129R,SAMN02404037,PRJNA228545,Scaffold,2.89398,32.9,,JISU01,19.0,2719.0,2014-04-23T13:52:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/635/GCA_000641635.1_Stap_aure_VET0129R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/635/GCF_000641635.1_Stap_aure_VET0129R_V1
2907,GCA_000641655.1,23,15,38,Staphylococcus aureus VET0130R,Bacteria;Terrabacteria group;Firmicutes,VET0130R,SAMN02404038,PRJNA228546,Scaffold,2.79824,32.8,,JIST01,36.0,2620.0,2014-04-23T13:53:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/655/GCA_000641655.1_Stap_aure_VET0130R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/655/GCF_000641655.1_Stap_aure_VET0130R_V1
2908,GCA_000641675.1,23,15,38,Staphylococcus aureus VET0132R,Bacteria;Terrabacteria group;Firmicutes,VET0132R,SAMN02404039,PRJNA228547,Scaffold,2.84154,32.8,,JISS01,40.0,2700.0,2014-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/641/675/GCA_000641675.1_Stap_aure_VET0132R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/641/675/GCF_000641675.1_Stap_aure_VET0132R_V1
