Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_000643275.1,23,16,39,VET0299R,2.74117,JIOW01,31,2841,2657
GCA_000643295.1,23,15,38,VET0300R,2.83789,JIOV01,38,2968,2777
GCA_000643315.1,23,15,38,VET0302R,2.83349,JIOT01,64,2946,2747
GCA_000643335.1,23,15,38,VET0303R,2.80498,JIOS01,40,2915,2715
GCA_000643355.1,21,14,35,VET0304R,2.83947,JIOR01,54,2967,2767
GCA_000643375.1,21,14,35,VET0305R,2.82016,JIOQ01,51,2935,2743
GCA_000643395.1,21,14,35,VET0307R,2.81371,JIOO01,50,2947,2739
GCA_000643415.1,23,14,37,VET0308R,2.83366,JION01,30,2957,2778
GCA_000643435.1,23,15,38,VET0309R,2.84137,JIOM01,38,2957,2766
GCA_000643455.1,23,17,40,VET0312R,2.78031,JIOL01,36,2868,2694
GCA_000643475.1,21,15,36,VET0313R,2.81739,JIOK01,55,2985,2772
GCA_000643495.1,21,14,35,VET0314R,2.78234,JIOJ01,37,2890,2691
GCA_000643515.1,23,15,38,VET0315R,2.76868,JIOI01,22,2876,2699
GCA_000643535.1,20,14,34,VET0316R,2.81759,JIOH01,59,2938,2750
GCA_000643555.1,23,15,38,VET0317R,2.82531,JIOG01,44,2953,2768
GCA_000643575.1,23,15,38,VET0318R,2.84252,JIOF01,47,2968,2770
GCA_000643595.1,23,15,38,VET0320R,2.79066,JIOD01,53,2924,2724
GCA_000643615.1,23,15,38,VET0322R,2.83407,JIOC01,47,2973,2780
GCA_000643635.1,23,15,38,VET0323R,2.85069,JIOB01,56,2983,2777
GCA_000643655.1,21,14,35,VET0325R,2.79985,JIOA01,56,2929,2727
GCA_000643675.1,21,14,35,VET0326R,2.79269,JINZ01,51,2928,2733
GCA_000643695.1,23,15,38,VET0329R,2.78203,JINY01,49,2905,2719
GCA_000643715.1,23,16,39,VET0331R,2.75504,JINX01,31,2858,2681
GCA_000643735.1,22,15,37,VET0333R,2.79623,JINV01,54,2914,2701
GCA_000643755.1,21,14,35,VET0335R,2.78794,JINU01,51,2904,2702
GCA_000643775.1,23,15,38,VET0336R,2.77142,JINT01,27,2888,2704
GCA_000643795.1,22,14,36,VET0337R,2.74956,JINS01,32,2846,2659
GCA_000643815.1,22,14,36,VET0338R,2.75763,JINR01,37,2839,2656
GCA_000643835.1,23,15,38,VET0339R,2.87269,JINQ01,49,3021,2821
GCA_000643855.1,23,15,38,VET0340R,2.84775,JINP01,43,2981,2782
GCA_000643875.1,23,16,39,VET0341R,2.86913,JINO01,46,3006,2795
GCA_000643895.1,23,15,38,VET0352R,2.80909,JINL01,36,2906,2714
GCA_000643915.1,23,15,38,VET0354R,2.82256,JINJ01,37,2964,2771
GCA_000643935.1,23,14,37,VET0357R,2.77542,JINI01,39,2869,2690
GCA_000643955.1,23,15,38,VET0359R,2.75718,JING01,29,2865,2679
GCA_000643975.1,23,15,38,VET0360R,2.80736,JINF01,45,2916,2726
GCA_000643995.1,23,15,38,VET0363R,2.81122,JIND01,47,2899,2717
GCA_000644015.1,21,14,35,VET0366R,2.78334,JINC01,45,2896,2703
GCA_000644035.1,21,14,35,VET0367R,2.78575,JINB01,48,2892,2695
GCA_000644055.1,24,16,40,VET0369R,2.80108,JIMZ01,60,2913,2719
GCA_000644075.1,21,14,35,VET0373R,2.75903,JIMY01,40,2876,2678
GCA_000644095.1,21,15,36,VET0376R,2.81927,JIMX01,44,2950,2747
GCA_000644115.1,23,15,38,VET0382R,2.84481,JIMW01,33,2974,2790
GCA_000644135.1,23,15,38,VET0383R,2.88206,JIMV01,69,3060,2846
GCA_000644155.1,21,14,35,VET0384R,2.78666,JIMU01,54,2892,2681
GCA_000644175.1,23,15,38,VET0387R,2.80662,JIMT01,54,2925,2748
GCA_000644195.1,23,14,37,VET0388R,2.72939,JIMS01,36,2804,2620
GCA_000644215.1,23,14,37,VET0389R,2.73541,JIMR01,34,2803,2624
GCA_000644235.1,24,15,39,VET0390R,2.80364,JIMQ01,57,2920,2736
GCA_000644255.1,23,15,38,VET0393R,2.79205,JIMP01,45,2902,2721
GCA_000644275.1,23,15,38,VET0394R,2.80618,JIMO01,69,2920,2742
GCA_000644295.1,23,15,38,VET0395R,2.82176,JIMN01,68,2950,2746
GCA_000644315.1,24,15,39,VET0396R,2.83941,JIMM01,39,2936,2742
GCA_000644335.1,20,13,33,VET0399R,2.8135,JIML01,61,2938,2733
GCA_000644355.1,23,15,38,VET0401R,2.81309,JIMJ01,47,2913,2730
GCA_000644375.1,21,14,35,VET0402R,2.76846,JIMI01,44,2884,2687
GCA_000644395.1,23,15,38,VET0403R,2.79908,JIMH01,48,2932,2725
GCA_000644415.1,21,14,35,VET0406R,2.82983,JIMG01,44,2954,2763
GCA_000644435.1,21,14,35,VET0407R,2.80064,JIMF01,42,2932,2742
GCA_000644455.1,23,15,38,VET0410R,2.76903,JIME01,33,2897,2707
GCA_000644475.1,23,15,38,VET0411R,2.83641,JIMD01,43,2971,2779
GCA_000644495.1,23,15,38,VET0412R,2.76083,JIMC01,28,2874,2683
GCA_000644515.1,21,14,35,VET0413R,2.71357,JIMB01,31,2799,2612
GCA_000644535.1,21,15,36,VET0415R,2.83157,JILZ01,56,2967,2759
GCA_000644555.1,23,16,39,VET0417R,2.78206,JILY01,35,2890,2698
GCA_000644575.1,23,15,38,VET0418R,2.8024,JILX01,41,2914,2723
GCA_000644595.1,23,15,38,VET0421R,2.78121,JILW01,41,2884,2700
GCA_000644615.1,23,16,39,VET0423R,2.81432,JILU01,49,2937,2741
GCA_000644635.1,23,15,38,VET0425R,2.79427,JILS01,56,2926,2732
GCA_000644655.1,23,15,38,VET0427R,2.81353,JILQ01,26,2956,2770
GCA_000644675.1,23,16,39,VET0428R,2.82019,JILP01,41,2953,2755
GCA_000644695.1,21,14,35,VET0431R,2.8306,JILO01,51,2988,2782
GCA_000644715.1,23,15,38,VET0432R,2.76733,JILN01,34,2872,2682
GCA_000644735.1,23,15,38,VET0433R,2.86043,JILM01,41,2981,2788
GCA_000644755.1,23,15,38,VET0434R,2.85511,JILL01,38,2990,2793
GCA_000644775.1,23,15,38,VET0435R,2.8584,JILK01,47,2998,2803
GCA_000644795.1,22,15,37,VET0438R,2.76835,JILH01,39,2859,2665
GCA_000644815.1,22,14,36,VET0439R,2.75307,JILG01,33,2831,2657
GCA_000644835.1,24,15,39,VET0440R,2.81323,JILF01,42,2950,2761
GCA_000644855.1,23,15,38,VET0442R,2.76513,JILE01,32,2859,2679
GCA_000644875.1,21,14,35,VET0443R,2.78494,JILD01,46,2895,2690
GCA_000644895.1,24,15,39,VET0444R,2.81812,JILC01,40,2961,2757
GCA_000644915.1,23,15,38,VET0446R,2.75754,JILB01,25,2850,2676
GCA_000644935.1,21,14,35,VET0451R,2.79954,JILA01,53,2924,2718
GCA_000644955.1,21,14,35,VET0452R,2.79732,JIKZ01,52,2929,2729
GCA_000644975.1,23,15,38,VET0454R,2.78047,JIKY01,57,2889,2699
GCA_000644995.1,21,14,35,VET0455R,2.80321,JIKX01,42,2928,2729
GCA_000645015.1,21,15,36,VET0456R,2.79603,JIKW01,45,2932,2731
GCA_000645035.1,23,15,38,VET0459R,2.81476,JIKV01,48,2921,2728
GCA_000645055.1,23,15,38,VET0460R,2.803,JIKU01,44,2907,2724
GCA_000645075.1,23,15,38,VET0462R,2.84455,JIKT01,39,2993,2806
GCA_000645095.1,23,15,38,VET0463R,2.84639,JIKS01,43,2988,2798
GCA_000645115.1,21,14,35,VET0464R,2.8115,JIKR01,54,2940,2737
GCA_000645135.1,21,14,35,VET0465R,2.79953,JIKQ01,51,2934,2729
GCA_000645155.1,21,14,35,VET0468R,2.78545,JIKO01,49,2893,2697
GCA_000645175.1,23,16,39,VET0470R,2.81,JIKM01,55,2912,2724
GCA_000645195.1,23,15,38,VET0478R,2.78349,JIKI01,30,2894,2710
GCA_000645215.1,21,14,35,VET0481R,2.7702,JIKH01,56,2885,2684
GCA_000645235.1,21,14,35,VET0485R,2.76019,JIKG01,39,2877,2673
GCA_000645255.1,21,14,35,VET0486R,2.76265,JIKF01,25,2855,2671
GCA_000645275.1,21,14,35,VET0488R,2.79139,JIKE01,48,2889,2696
GCA_000645295.1,23,15,38,VET0519S,2.71154,JIKC01,25,2816,2636
GCA_000645315.1,23,15,38,VET0596R,2.83721,JIKB01,44,2983,2790
GCA_000645335.1,13,14,27,VET0632S,2.75315,JIJZ01,53,2908,2719
GCA_000645355.1,23,15,38,VET0645S,2.75334,JIJY01,39,2877,2695
GCA_000645375.1,23,15,38,VET0657S,2.773,JIJX01,28,2889,2710
GCA_000645395.1,13,14,27,VET0678S,2.74824,JIJW01,39,2890,2720
GCA_000645415.1,15,15,30,VET0679S,2.71671,JIJV01,42,2840,2659
GCA_000645435.1,23,15,38,VET0779S,2.69337,JIJT01,26,2793,2592
GCA_000645455.1,23,16,39,VET0787S,2.77325,JIJS01,36,2889,2698
GCA_000645475.1,23,15,38,VET0809S,2.75203,JIJQ01,43,2875,2685
GCA_000645495.1,23,15,38,VET0810S,2.76354,JIJP01,46,2893,2703
GCA_000645515.1,26,16,42,VET0889S,2.78368,JIJO01,52,2908,2705
GCA_000645535.1,22,14,36,VET0919S,2.80744,JIJN01,40,2951,2761
GCA_000645555.1,22,15,37,VET0920S,2.7932,JIJM01,34,2918,2722
GCA_000645575.1,13,14,27,VET1020S,2.75517,JIJL01,51,2890,2721
GCA_000645595.1,13,15,28,VET1024S,2.75314,JIJK01,45,2897,2727
GCA_000645615.1,13,15,28,VET1025S,2.7542,JIJJ01,49,2898,2714
GCA_000645635.1,13,15,28,VET1026S,2.76001,JIJI01,47,2899,2715
GCA_000645655.1,23,16,39,VET1035S,2.75099,JIJH01,42,2861,2666
GCA_000645675.1,23,16,39,VET1048S,2.77785,JIJG01,47,2878,2691
GCA_000645695.1,23,14,37,VET1052S,2.79081,JIJF01,54,2948,2735
GCA_000645715.1,23,15,38,VET1054S,2.68387,JIJE01,26,2760,2583
GCA_000645735.1,23,15,38,VET1068S,2.69816,JIJD01,34,2794,2588
GCA_000645755.1,23,15,38,VET1088S,2.74397,JIJC01,25,2845,2673
GCA_000645775.1,23,15,38,VET1104S,2.75991,JIJA01,35,2866,2681
GCA_000645795.1,23,14,37,VET1168S,2.82251,JIIZ01,31,2945,2756
GCA_000645815.1,23,15,38,VET1181S,2.75304,JIIY01,52,2885,2693
GCA_000645835.1,23,15,38,VET1245S,2.76868,JIIX01,45,2874,2692
GCA_000645855.1,23,14,37,VET1411S,2.75848,JIIU01,30,2862,2675
GCA_000645875.1,23,15,38,VET1434S,2.76667,JIIR01,41,2883,2691
GCA_000645895.1,23,14,37,VET1468S,2.80979,JIIQ01,27,2944,2760
GCA_000645915.1,23,16,39,VET1495S,2.75382,JIIP01,30,2851,2664
GCA_000645935.1,23,15,38,VET1499S,2.77127,JIIO01,43,2884,2691
GCA_000645955.1,13,15,28,VET1518S,2.65301,JIIM01,53,2723,2552
GCA_000645975.1,23,15,38,VET1519S,2.75255,JIIL01,43,2893,2705
GCA_000645995.1,23,15,38,VET1526S,2.72867,JIIK01,32,2828,2649
GCA_000646015.1,13,15,28,VET1646S,2.76018,JIIJ01,43,2900,2718
GCA_000646035.1,13,14,27,VET1653S,2.75141,JIII01,43,2896,2720
GCA_000646055.1,23,16,39,VET1727S,2.77151,JIIH01,33,2878,2707
GCA_000646075.1,23,16,39,VET1738S,2.75421,JIIG01,44,2855,2669
GCA_000646095.1,23,15,38,VET1779S,2.75758,JIIF01,54,2891,2695
GCA_000646115.1,23,15,38,VET1816S,2.7606,JIIE01,26,2861,2688
GCA_000646135.1,23,15,38,VET1817S,2.76239,JIID01,29,2865,2692
GCA_000646155.1,23,14,37,VET1822S,2.81824,JIIC01,34,2945,2761
GCA_000646175.1,23,15,38,VET1831R,2.91628,JIIB01,61,3072,2875
GCA_000646195.1,23,15,38,VET1832R,2.84177,JIIA01,52,2979,2787
GCA_000646215.1,21,14,35,VET1834R,2.82604,JIHY01,47,2947,2760
GCA_000646235.1,21,14,35,VET1835R,2.86388,JIHX01,49,2976,2814
GCA_000646255.1,21,14,35,VET1838R,2.77126,JIHW01,49,2873,2683
GCA_000646275.1,21,14,35,VET1839R,2.78099,JIHV01,40,2874,2692
GCA_000646295.1,21,14,35,VET1843R,2.76578,JIHT01,50,2869,2678
GCA_000646315.1,23,14,37,VET1844R,2.84517,JIHS01,61,2971,2766
GCA_000646335.1,23,14,37,VET1845R,2.83336,JIHR01,49,2947,2746
GCA_000646355.1,23,15,38,VET1846R,2.73338,JIHQ01,29,2838,2657
GCA_000646375.1,23,15,38,VET1848R,2.82017,JIHP01,35,2958,2768
GCA_000646395.1,23,15,38,VET1849R,2.81772,JIHO01,38,2921,2751
GCA_000646415.1,24,15,39,VET1850R,2.81568,JIHN01,34,2956,2762
GCA_000646435.1,23,15,38,VET1851R,2.85385,JIHM01,57,2996,2796
GCA_000646455.1,20,14,34,VET1852R,2.79346,JIHL01,51,2894,2699
GCA_000646475.1,21,14,35,VET1853R,2.80089,JIHK01,52,2936,2736
GCA_000646495.1,21,14,35,VET1854R,2.79793,JIHJ01,52,2935,2735
GCA_000646515.1,21,14,35,VET1855R,2.81032,JIHI01,58,2963,2758
GCA_000646535.1,21,14,35,VET1856R,2.81173,JIHH01,56,2962,2761
GCA_000646555.1,23,15,38,VET1859R,2.82708,JIHF01,56,2903,2741
GCA_000646575.1,23,15,38,VET1860R,2.83529,JIHE01,37,2969,2778
GCA_000646595.1,23,15,38,VET1861R,2.84514,JIHD01,43,2983,2798
GCA_000646615.1,21,14,35,VET1865R,2.78358,JIHC01,37,2891,2693
GCA_000646635.1,21,14,35,VET1866R,2.73856,JIHB01,23,2846,2660
GCA_000646655.1,21,14,35,VET1867R,2.70519,JIHA01,23,2781,2600
GCA_000646675.1,21,14,35,VET1868R,2.7763,JIGZ01,45,2900,2697
GCA_000646695.1,21,14,35,VET1871R,2.80453,JIGX01,57,2932,2733
GCA_000646715.1,21,14,35,VET1872R,2.80915,JIGW01,54,2947,2740
GCA_000646735.1,23,15,38,VET1873R,2.79318,JIGV01,32,2890,2708
GCA_000646755.1,21,14,35,VET1875R,2.82648,JIGU01,50,2964,2763
GCA_000646775.1,23,15,38,VET1877R,2.79257,JIGS01,27,2898,2717
GCA_000646795.1,23,15,38,VET1880R,2.80551,JIGR01,48,2905,2707
GCA_000646815.1,21,14,35,VET1884R,2.79477,JIGQ01,41,2928,2730
GCA_000646835.1,23,15,38,VET1886R,2.76964,JIGP01,28,2882,2699
GCA_000646855.1,24,15,39,VET1890R,2.8164,JIGO01,38,2941,2754
GCA_000646875.1,21,14,35,VET1892R,2.80287,JIGN01,36,2929,2740
GCA_000646895.1,23,15,38,VET1893R,2.87257,JIGM01,45,3011,2818
GCA_000646915.1,24,15,39,VET1895R,2.76451,JIGL01,33,2854,2673
GCA_000646935.1,22,14,36,VET1897R,2.74744,JIGJ01,31,2841,2652
GCA_000646955.1,21,14,35,VET1899R,2.79609,JIGH01,46,2913,2733
GCA_000646975.1,23,15,38,VET1901R,2.83027,JIGG01,31,2958,2776
GCA_000646995.1,23,15,38,VET1904R,2.84816,JIGF01,38,2974,2782
GCA_000647015.1,23,15,38,VET1905R,2.84914,JIGE01,39,2984,2788
GCA_000647035.1,21,14,35,VET1906R,2.80686,JIGD01,46,2935,2747
GCA_000647055.1,23,15,38,VET1908R,2.76862,JIGB01,41,2877,2691
GCA_000647075.1,23,15,38,VET1909R,2.85145,JIGA01,38,2987,2796
GCA_000647095.1,21,15,36,VET1911R,2.75889,JIFY01,35,2867,2681
GCA_000647115.1,21,15,36,VET1912R,2.76509,JIFX01,37,2867,2682
GCA_000647135.1,23,15,38,VET1913R,2.75489,JIFW01,27,2861,2681
GCA_000647155.1,23,15,38,VET1914R,2.76936,JIFV01,26,2861,2678
GCA_000647175.1,23,15,38,VET1917S,2.76345,JIFT01,37,2884,2699
GCA_000647195.1,23,15,38,VET1923S,2.74951,JIFR01,44,2869,2684
GCA_000647215.1,24,15,39,VET1949S,2.74855,JIFQ01,32,2856,2672
GCA_000647235.1,23,15,38,VET1950S,2.68457,JIFP01,30,2752,2584
GCA_000647255.1,23,15,38,VET1956S,2.71051,JIFO01,23,2760,2607
GCA_000647275.1,23,16,39,VET1959S,2.72493,JIFN01,40,2821,2641
GCA_000647295.1,24,16,40,ZTA09/03576-8HST,2.85889,JIFM01,41,3003,2806
GCA_000647315.1,24,16,40,ZTA09/03734-9HSA,2.71794,JIFK01,28,2817,2629
GCA_000647335.1,24,16,40,ZTA09/03745-9HSA,2.74603,JIFI01,38,2853,2669
GCA_000647355.1,21,13,34,ZTA10/00045-9HST,2.7611,JIFH01,34,2875,2678
GCA_000647375.1,21,13,34,ZTA10/00047-8HST,2.77502,JIFG01,41,2876,2681
GCA_000647395.1,21,13,34,ZTA10/00058-8HST,2.76158,JIFF01,35,2872,2680
GCA_000647415.1,23,17,40,ZTA10/02412-8HSA,2.78029,JIFE01,38,2910,2728
GCA_000647435.1,23,16,39,ZTA11/00189-8HSA,2.8161,JIFD01,44,2954,2753
GCA_000647855.2,2,10,12,880,2.90878,JICL01,31,3076,2891
GCA_000723625.1,9,11,20,MM25,2.89354,CCCE01,57,3040,2907
GCA_000723705.1,10,12,22,MM66,3.00217,CCCM01,90,3209,3030
GCA_000723825.1,10,12,22,MM66-4,2.94019,CCCI01,73,3127,2980
GCA_000723965.1,0,10,10,MV8,3.03261,CCCL01,81,3176,2986
GCA_000731175.1,10,13,23,MM61,2.96468,CCCA01,78,3115,2973
GCA_000735755.1,13,16,29,SK1585,2.85921,AYLT01,29,2876,2706
GCA_000736455.1,6,13,19,HG003,2.7979,JPPU01,19,2962,2866
GCA_000743415.1,4,14,18,CDC 73-57501,2.92911,JOVN01,2,3124,2934
GCA_000788115.1,25,14,39,UAMS-1,2.76396,JTJK01,2,2885,2691
GCA_000816715.1,3,10,13,917,2.78798,JXBU01,52,2896,2760
GCA_000829795.1,12,15,27,M2,2.89034,BBJA01,2,2917,2759
GCA_000855655.1,12,14,26,aless,2.7495,JXOB01,62,2867,2709
GCA_000932245.1,12,14,26,P180,2.87758,JYFP01,45,2996,2852
GCA_000953985.1,6,13,19,LHSKBClinical,2.76277,JZAL01,24,2884,2765
GCA_000978705.1,10,15,25,LCT-SAO,2.86535,JANM01,6,3009,2818
GCA_000978725.1,10,15,25,LCT-SAM,2.79669,JANO01,52,2912,2759
GCA_001045615.1,8,12,20,NA,NA,NA,NA,NA,NA
GCA_001046035.1,2,10,12,V1859,2.96512,LALU01,412,3009,2878
GCA_001060135.1,4,14,18,1018_SAUR,2.73427,JWGC01,145,2845,2735
GCA_001060505.1,7,13,20,1193_SAUR,3.06725,JVZL01,93,3226,3084
GCA_001060535.1,7,13,20,1194_SAUR,3.06399,JVZK01,92,3232,3086
GCA_001060615.1,0,11,11,1229_SAUR,2.86516,JVXX01,175,3012,2881
GCA_001060705.1,4,14,18,1260_SAUR,2.77752,JVWO01,118,2895,2788
GCA_001060795.1,0,11,11,1283_SAUR,2.87278,JVVO01,127,3007,2881
GCA_001060875.1,4,14,18,1017_SAUR,2.73197,JWGD01,149,2840,2728
GCA_001061065.1,5,14,19,1122_SAUR,2.73589,JWCJ01,117,2840,2728
GCA_001061155.1,13,14,27,1156_SAUR,2.71965,JWBA01,70,2799,2688
GCA_001061375.1,4,14,18,1262_SAUR,2.77339,JVWM01,150,2883,2777
GCA_001061385.1,0,12,12,1266_SAUR,2.85223,JVWI01,183,2987,2864
GCA_001061405.1,4,14,18,1276_SAUR,2.7788,JVVW01,133,2904,2801
GCA_001061545.1,9,23,32,1320_SAUR,2.70556,JVTW01,542,2855,2612
GCA_001061555.1,14,17,31,1322_2_SAUR,2.71956,JVTT01,109,2786,2668
GCA_001061695.1,6,12,18,147_SAUR,2.76477,JVSK01,61,2863,2741
GCA_001061995.1,10,15,25,1125_SAUR,2.84103,JWCG01,119,2966,2841
GCA_001062035.1,5,14,19,1139.rep1_SAUR,2.73589,JWBT01,143,2843,2724
GCA_001062115.1,4,14,18,1159_SAUR,2.82667,JWAX01,121,2963,2859
GCA_001062155.1,5,13,18,1174_SAUR,2.85778,JWAH01,84,3011,2900
GCA_001062195.1,10,11,21,1179_SAUR,2.84392,JWAC01,72,2929,2808
GCA_001062455.1,4,14,18,1255_SAUR,2.77867,JVWU01,156,2901,2794
GCA_001062485.1,25,14,39,1259_SAUR,2.79663,JVWQ01,117,2895,2735
GCA_001062495.1,4,14,18,1261_SAUR,2.77828,JVWN01,147,2901,2793
GCA_001062615.1,5,14,19,1291_SAUR,2.75168,JVVF01,138,2861,2743
GCA_001062705.1,10,14,24,1319_SAUR,2.75774,JVTY01,117,2820,2689
GCA_001062735.1,9,13,22,1322_SAUR,2.79235,JVTS01,74,2843,2726
GCA_001062965.1,0,14,14,218_SAUR,2.87762,JVPO01,213,3015,2903
GCA_001063595.1,10,13,23,511_SAUR,2.75148,JVEF01,99,2829,2701
GCA_001063705.1,11,14,25,57_SAUR,2.72961,JVBR01,96,2798,2680
GCA_001063885.1,12,14,26,169_SAUR,2.72157,JVRM01,70,2799,2677
GCA_001063895.1,12,14,26,173_SAUR,2.73479,JVRI01,105,2813,2666
GCA_001063955.1,0,10,10,192_SAUR,2.92405,JVQO01,100,3081,2965
GCA_001064055.1,25,18,43,229_SAUR,2.73894,JVPF01,118,2813,2677
GCA_001064065.1,6,14,20,23_SAUR,2.75058,JVPE01,90,2841,2740
GCA_001064135.1,0,11,11,251_SAUR,2.8668,JVOI01,179,3013,2883
GCA_001064175.1,13,16,29,256_SAUR,2.70968,JVOD01,94,2808,2705
GCA_001064215.1,14,16,30,266_SAUR,2.7342,JVNR01,120,2834,2722
GCA_001064255.1,11,13,24,269_SAUR,2.88401,JVNO01,70,3019,2896
GCA_001064295.1,14,17,31,278_SAUR,2.82741,JVNF01,82,2953,2824
GCA_001064555.1,0,10,10,326_SAUR,2.86878,JVLM01,107,3007,2888
GCA_001065195.1,10,11,21,484_SAUR,2.74833,JVFH01,162,2822,2666
GCA_001065215.1,12,14,26,49_SAUR,2.71954,JVFC01,59,2782,2680
GCA_001065285.1,10,14,24,510_SAUR,2.75312,JVEG01,114,2831,2699
GCA_001065355.1,12,15,27,54_SAUR,2.68568,JVDA01,99,2750,2654
GCA_001065475.1,9,14,23,573_SAUR,3.04447,JVBM01,91,3168,2987
GCA_001065555.1,16,18,34,586_SAUR,2.77433,JVBB01,147,2880,2734
GCA_001065595.1,2,12,14,602_SAUR,2.8934,JVAL01,223,3075,2917
GCA_001065975.1,11,15,26,69_SAUR,2.68912,JUWZ01,98,2768,2655
GCA_001066345.1,13,13,26,807_SAUR,2.83656,JUSB01,92,2996,2853
GCA_001066355.1,6,15,21,810_SAUR,2.71195,JURY01,166,2822,2711
GCA_001066425.1,0,11,11,815_SAUR,2.87574,JURT01,123,3044,2894
GCA_001066495.1,11,14,25,82_SAUR,2.73246,JURO01,69,2807,2684
GCA_001066985.1,11,15,26,70_SAUR,2.68663,JUWO01,98,2768,2657
GCA_001067075.1,9,12,21,72_SAUR,2.88465,JUVU01,71,2989,2873
GCA_001067185.1,25,14,39,756_SAUR,2.83339,JUUG01,121,2990,2818
GCA_001067295.1,11,13,24,78_SAUR,2.77309,JUTG01,58,2863,2757
GCA_001067415.1,13,15,28,81_SAUR,2.80335,JURZ01,70,2905,2778
GCA_001067445.1,6,13,19,814_SAUR,2.72663,JURU01,97,2840,2726
GCA_001067505.1,11,15,26,84_SAUR,2.76224,JURB01,98,2860,2741
GCA_001068265.1,0,10,10,956_SAUR,2.91487,JUMC01,127,3080,2954
GCA_001076515.1,1,13,14,478_SAUR,2.91922,JVFO01,76,3048,2907
GCA_001078665.1,23,15,38,PX03,2.71481,LFOJ01,15,2824,2666
GCA_001191895.1,0,10,10,USFL024,2.92307,CSFB01,35,3115,2961
GCA_001192075.1,14,11,25,BSAR194_2,2.82667,CSLR01,52,2940,2768
GCA_001192095.1,0,10,10,FL358,2.89275,CSEM01,38,3048,2904
GCA_001192155.1,0,12,12,FL392,2.8725,CSJN01,91,3041,2903
GCA_001192675.1,0,10,10,USFL204,2.95948,CSGC01,27,3158,2980
GCA_001192895.1,14,11,25,BSAR747,2.80564,CSNX01,37,2939,2752
GCA_001194525.1,0,12,12,FL376,2.87068,CSCV01,60,3020,2896
GCA_001194825.1,0,10,10,FL368,2.88057,CSDQ01,44,3024,2894
GCA_001195105.1,16,12,28,BSAR163_2,2.76391,CSLQ01,45,2833,2685
GCA_001195205.1,14,11,25,BSAR160_2,2.80073,CSPJ01,32,2881,2743
GCA_001196435.1,0,11,11,FL363,2.88245,CSBR01,22,3054,2896
GCA_001198115.1,0,12,12,FL384,2.86478,CSDI01,77,3013,2886
GCA_001200635.1,0,10,10,FL391,2.86424,CSFX01,51,3015,2894
GCA_001200875.1,0,10,10,FL367,2.85849,CSHW01,23,2999,2874
GCA_001201035.1,14,13,27,BSAR724,2.86134,CSOZ01,76,2985,2831
GCA_001201535.1,5,14,19,FL385,2.74905,CSFV01,42,2863,2766
GCA_001201615.1,0,11,11,FL370,2.88016,CSDX01,59,3028,2896
GCA_001202595.1,0,11,11,FL356,2.88527,CSHJ01,30,3026,2898
GCA_001203975.1,12,12,24,BSAR57,2.78405,CSAX01,34,2852,2710
GCA_001204955.1,1,11,12,FL371,2.84716,CSCA01,18,2986,2852
GCA_001205315.1,0,10,10,FL366,2.86036,CSFU01,20,2995,2872
GCA_001206395.1,1,10,11,FL393,2.87122,CSCU01,49,3023,2904
GCA_001207535.1,0,10,10,FL389,2.91968,CSCK01,72,3099,2975
GCA_001208805.1,0,10,10,USFL298,2.90771,CSCB01,20,3053,2918
GCA_001209785.1,14,12,26,BSAR725,2.85554,CSSL01,70,2991,2823
GCA_001210685.1,1,10,11,FL359,2.88084,CSCC01,32,3036,2906
GCA_001210725.1,0,11,11,FL383,2.87174,CSIU01,52,3016,2890
GCA_001211025.1,15,11,26,BSAR161_2,2.83733,CSQW01,59,2953,2793
GCA_001211065.1,0,10,10,FL364,2.92384,CSEF01,24,3091,2954
GCA_001211625.1,0,10,10,USFL016,2.91385,CSCX01,24,3063,2915
GCA_001212385.1,0,10,10,FL377,2.86347,CSFA01,57,3031,2883
GCA_001212665.1,0,10,10,FL360,2.92372,CSHB01,29,3121,2959
GCA_001223565.1,9,13,22,DEU2,2.90298,CTYM01,76,3038,2912
GCA_001223625.1,12,11,23,07-01492,2.73215,CTUN01,61,2833,2678
GCA_001223645.1,15,13,28,07-01744,2.7778,CTUJ01,37,2845,2716
GCA_001223665.1,15,13,28,06-01552,2.76529,CTVJ01,47,2813,2696
GCA_001223705.1,17,14,31,03-00220,2.75376,CTVU01,50,2838,2681
GCA_001223865.1,15,12,27,HO 5378 0592 11,2.75281,CUAW01,34,2841,2678
GCA_001223965.1,18,14,32,07-03347,2.69853,CTTX01,99,2741,2534
GCA_001224045.1,14,13,27,07-02992,2.76413,CTUG01,39,2863,2719
GCA_001224085.1,13,12,25,1998/B23,2.7219,CUCC01,31,2794,2650
GCA_001224165.1,16,12,28,08-01668,2.80197,CTSC01,48,2876,2762
GCA_001224285.1,18,16,34,07-03168,2.6992,CTTN01,70,2736,2560
GCA_001224525.1,13,11,24,06-00896,2.8006,CTVD01,62,2920,2766
GCA_001224605.1,15,13,28,08-01673,2.79794,CTTQ01,89,2881,2701
GCA_001224685.1,15,13,28,07-03348-1,2.76978,CTTO01,55,2831,2706
GCA_001224825.1,14,14,28,07-00063,2.79016,CTVA01,109,2886,2733
GCA_001224925.1,16,12,28,08-01481-1,2.77269,CTTL01,56,2838,2710
